OBJECTID,link_name,len_mile,ifc,ifc_desc,post_speed,iway,vmt,volumes,lanes,median,SHAPE_Length
4492,MESA,0.19253,4,Collector,45,2,3490.131061,18.12772587,4,Raised of Fixed Median,1016.531893
4493,DEL DIOS HWY,0.131238,5,Local Collector,40,2,760.4243818,5.79423934,2,No Median,692.9162647
4494,CITRUS,0.042024,7,Local (non-circulation element) Road,25,2,47.70201489,1.13511362,2,No Median,221.8633912
4495,AUTOPARK,0.014319,3,Major Arterial,40,2,394.0282595,27.51786155,6,Raised of Fixed Median,75.60454146
4496,CAM SAN BERNARDO,0.128146,4,Collector,35,2,270.723694,2.11261915,4,No Median,676.6369783
4497,COLE GRADE,0.134304,4,Collector,55,2,1193.003972,8.88286255,2,Continuous LT Center Lane,709.1245267
4498,LAS FLORES,0.10617,7,Local (non-circulation element) Road,25,2,415.2786376,3.91144992,2,No Median,560.5758091
4499,LAS FLORES,0.109499,7,Local (non-circulation element) Road,25,2,428.2998544,3.91144992,2,No Median,578.153102
4500,LILAC,0.882825,6,Rural Collector,30,2,611.6962884,0.6928851,2,No Median,4661.317197
4501,COLE GRADE,0.133932,4,Collector,55,2,1189.699548,8.88286255,2,Continuous LT Center Lane,707.1590029
4502,COLE GRADE,0.242668,4,Collector,55,2,2155.58649,8.88286255,2,Continuous LT Center Lane,1281.284573
4503,COLE GRADE,0.108185,4,Collector,45,2,1117.371662,10.32834184,2,No Median,571.2418726
4504,DOUGLAS,0.069463,3,Major Arterial,40,2,1289.300976,18.56097457,4,Continuous LT Center Lane,366.8123874
4505,DOWNS,0.121409,5,Local Collector,35,2,688.4747078,5.6707057,2,No Median,641.038814
4506,ROSE,0.098059,4,Collector,30,2,739.3868752,7.54022451,2,No Median,517.7535255
4507,CANYON,0.152446,4,Collector,45,2,752.7478731,4.93780009,4,No Median,804.8894077
4508,GRACE,0.084856,5,Local Collector,25,2,279.0530867,3.28854868,2,No Median,448.0399368
4509,FOUSSAT,0.07084,5,Local Collector,25,2,323.8307038,4.57129734,2,No Median,374.033329
4510,ROSE,0.052583,4,Collector,30,2,488.919885,9.29805993,2,No Median,277.6806163
4511,ROSE,0.036255,5,Local Collector,35,2,320.3787464,8.83681551,2,Continuous LT Center Lane,191.4261345
4512,I-5 NB,0.332863,1,Freeway,65,1,34281.15022,102.9887678,6,No Median,1757.514558
4513,JEFFERSON,0.069706,7,Local (non-circulation element) Road,25,2,284.679315,4.08400016,2,No Median,368.0504432
4514,JEFFERSON,0.092924,7,Local (non-circulation element) Road,25,2,68.26794049,0.73466425,2,No Median,490.6370869
4515,JEFFERSON,0.103182,7,Local (non-circulation element) Road,35,2,602.213225,5.83641745,2,No Median,544.8032517
4516,ROSE,0.105113,5,Local Collector,35,2,918.1704776,8.73508013,2,Continuous LT Center Lane,554.9954058
4517,ROSE,0.188973,5,Local Collector,30,2,900.745293,4.76652904,2,No Median,997.7777386
4518,GRACE,0.063938,5,Local Collector,25,2,118.9680816,1.86067881,2,No Median,337.59293
4519,ROSE,0.276088,5,Local Collector,30,2,1026.407181,3.71768125,2,No Median,1457.762946
4520,DOUGLAS,0.101066,3,Major Arterial,50,2,2685.929594,26.57599583,4,No Median,533.6309255
4521,DOUGLAS,0.280759,3,Major Arterial,50,2,7575.531495,26.98232824,4,No Median,1482.410678
4522,RANCHO DEL ORO,0.032834,3,Major Arterial,45,2,643.8148968,19.6081774,4,No Median,173.3884759
4523,ROSE,0.146444,5,Local Collector,30,2,332.1015253,2.26777147,2,No Median,773.2243481
4524,ROSEBAY,0.169958,7,Local (non-circulation element) Road,25,2,229.1204026,1.34810013,2,No Median,897.3778287
4525,CHESTERFIELD,0.051368,4,Collector,25,2,617.2910551,12.01703502,4,No Median,271.2224364
4526,DEL DIOS,0.728007,4,Collector,55,2,14448.38512,19.84649202,2,No Median,3843.87353
4527,DEL DIOS,0.237274,4,Collector,55,2,5028.600721,21.19322269,2,No Median,1252.808504
4528,DEL DIOS,0.053824,4,Collector,55,2,998.6993314,18.55490732,2,No Median,284.1919216
4529,ROSECRANS,0.046288,3,Major Arterial,35,1,372.3643144,8.04451077,1,No Median,244.4012796
4530,ROSECRANS,0.044924,3,Major Arterial,35,1,339.078246,7.54781956,1,No Median,237.2003221
4531,ROSECRANS,0.174269,3,Major Arterial,40,2,6771.11645,38.85439436,6,Raised of Fixed Median,920.1329235
4532,BORREGO VALLEY,0.059476,5,Local Collector,35,2,2.731524692,0.0459265,2,No Median,314.0322716
4533,ROSECRANS,0.053307,3,Major Arterial,40,2,1815.953468,34.06594759,6,Raised of Fixed Median,281.4626509
4534,ROSECRANS,0.049586,3,Major Arterial,40,2,1695.986379,34.20292783,5,Continuous LT Center Lane,261.8128453
4535,PONTIAC,0.064874,7,Local (non-circulation element) Road,25,2,126.1291246,1.94421686,2,No Median,342.5364702
4536,LANGFORD,0.102689,7,Local (non-circulation element) Road,25,2,113.4715718,1.10500221,2,No Median,542.1923414
4537,LANGFORD,0.142461,7,Local (non-circulation element) Road,25,2,167.7104556,1.17723767,2,No Median,752.1922653
4538,LANGFORD,0.046411,7,Local (non-circulation element) Road,25,2,57.43294293,1.23748557,2,No Median,245.050853
4539,ROSECRANS,0.104171,3,Major Arterial,40,2,3562.953195,34.20292783,5,Continuous LT Center Lane,550.0242611
4540,RANCHO SANTA FE,0.191112,2,Prime Arterial,50,2,7383.896831,38.63648976,6,Raised of Fixed Median,1009.071324
4541,ROSECRANS,0.100797,3,Major Arterial,40,2,3357.794265,33.31244249,5,Continuous LT Center Lane,532.2090221
4542,CHESTNUT,0.080389,7,Local (non-circulation element) Road,35,2,511.1556022,6.35852669,2,No Median,424.4627193
4543,CHESTNUT,0.056091,7,Local (non-circulation element) Road,35,2,92.71080068,1.65286411,2,No Median,296.1619331
4544,CHESTNUT,0.041107,7,Local (non-circulation element) Road,35,2,94.81371043,2.30651009,2,No Median,217.0439691
4545,ROSECRANS,0.051103,3,Major Arterial,40,2,1702.365748,33.31244249,5,Continuous LT Center Lane,269.8242005
4546,ROSECRANS,0.03167,3,Major Arterial,40,2,877.8221217,27.71778092,5,Continuous LT Center Lane,167.1959722
4547,BONITA,0.10948,4,Collector,45,2,2581.262401,23.577479,4,Raised of Fixed Median,578.0322399
4548,ROSECRANS,0.05095,3,Major Arterial,40,2,1412.220938,27.71778092,5,Continuous LT Center Lane,269.0166486
4549,ROSECRANS,0.120574,3,Major Arterial,40,2,3250.52798,26.95878034,5,Continuous LT Center Lane,636.6302443
4550,RANCHO SANTA FE,0.203911,2,Prime Arterial,50,2,7878.405264,38.63648976,6,Raised of Fixed Median,1076.646416
4551,MESA,0.2014,4,Collector,45,2,4034.83113,20.03391822,4,No Median,1063.404467
4552,HARBOR,0.040846,5,Local Collector,25,2,87.23718352,2.1357583,2,No Median,215.6693818
4553,ROSECRANS,0.050421,3,Major Arterial,40,2,1382.359015,27.41633476,5,Continuous LT Center Lane,266.2216381
4554,OCEANSIDE,0.053013,5,Local Collector,25,2,258.618912,4.87840552,2,No Median,279.9065047
4555,OCEANSIDE,0.106981,3,Major Arterial,35,2,2321.299484,21.69824066,4,Continuous LT Center Lane,564.8366327
4556,OCEANSIDE,0.185956,3,Major Arterial,40,2,3595.858631,19.33714766,4,Continuous LT Center Lane,981.8519255
4557,OCEANSIDE,0.069051,2,Prime Arterial,55,2,1662.956829,24.08302311,6,Raised of Fixed Median,364.5877078
4558,OCEANSIDE,0.043479,2,Prime Arterial,55,2,1046.567737,24.07064875,6,Raised of Fixed Median,229.5779736
4559,OCEANSIDE,0.367935,2,Prime Arterial,55,2,8860.987109,24.08302311,6,Raised of Fixed Median,1942.696115
4560,OCEANSIDE,0.215301,2,Prime Arterial,55,2,5185.098959,24.08302311,6,No Median,1136.790734
4561,OCEANSIDE,0.150444,3,Major Arterial,50,2,3121.582233,20.74913079,4,Raised of Fixed Median,794.3454454
4562,OCEANSIDE,0.109529,3,Major Arterial,50,2,2708.123618,24.72517432,5,Raised of Fixed Median,578.2996411
4563,OCEANSIDE,0.07597,3,Major Arterial,50,2,1595.34086,20.99961642,4,Raised of Fixed Median,401.0878061
4564,OCEANSIDE,0.090065,2,Prime Arterial,55,2,1569.248638,17.42351233,6,Raised of Fixed Median,475.5429336
4565,OCEANSIDE,0.504501,2,Prime Arterial,55,2,8790.179396,17.42351233,6,Raised of Fixed Median,2663.76267
4566,OCEANSIDE,0.354141,2,Prime Arterial,55,2,6170.380081,17.42351233,6,Raised of Fixed Median,1869.86093
4567,OCEANSIDE,0.134809,2,Prime Arterial,55,2,3868.360758,28.69512242,6,Raised of Fixed Median,711.7909706
4568,OCEANSIDE,0.229892,3,Major Arterial,50,2,4399.545649,19.13744562,4,Raised of Fixed Median,1213.831255
4569,ROSECRANS,0.051521,3,Major Arterial,40,2,1276.218249,24.77083615,5,Continuous LT Center Lane,272.0293244
4570,ROSECRANS,0.153309,3,Major Arterial,40,2,3797.592119,24.77083615,5,Continuous LT Center Lane,809.4730874
4571,ROSECRANS,0.15285,3,Major Arterial,40,2,3162.90001,20.69283618,4,Continuous LT Center Lane,807.0502105
4572,ROSECRANS,0.050797,3,Major Arterial,35,2,682.4145907,13.43415144,4,Continuous LT Center Lane,268.2106603
4573,ROSECRANS,0.102624,3,Major Arterial,35,2,1147.937994,11.1858629,4,Continuous LT Center Lane,541.8534039
4574,ROSECRANS,0.051368,3,Major Arterial,35,2,574.5954055,11.1858629,4,Continuous LT Center Lane,271.2212279
4575,EVENING CREEK S,0.121913,4,Collector,35,2,492.2555394,4.03776086,2,No Median,643.6981635
4576,EVENING CREEK S,0.073821,4,Collector,35,2,469.492224,6.35987353,2,No Median,389.7633548
4577,PIO PICO,0.224729,7,Local (non-circulation element) Road,45,2,904.2487807,4.02372983,2,No Median,1186.588773
4578,ROSECRANS,0.05125,3,Major Arterial,35,2,604.9542793,11.80398594,4,Raised of Fixed Median,270.6013628
4579,ROSECRANS,0.050992,3,Major Arterial,35,2,448.6172962,8.79779762,4,Raised of Fixed Median,269.2358757
4580,ROSECRANS,0.050992,3,Major Arterial,35,2,448.6172962,8.79779762,4,Raised of Fixed Median,269.2358757
4581,ROSECRANS,0.050309,3,Major Arterial,35,2,411.6770117,8.18296948,4,No Median,265.6333983
4582,ROSECRANS,0.051269,3,Major Arterial,30,2,517.4465812,10.09277695,2,No Median,270.7025191
4583,37TH,0.144136,5,Local Collector,30,2,567.4329011,3.93678818,2,No Median,761.0386573
4584,ROOSEVELT,0.062831,4,Collector,30,2,615.8722032,9.80204363,2,No Median,331.7481475
4585,ROOSEVELT,0.06229,4,Collector,30,2,670.8138973,10.76920689,2,No Median,328.892147
4586,ROOSEVELT,0.062831,4,Collector,30,2,676.6400382,10.76920689,2,No Median,331.7483602
4587,ROOSEVELT,0.02827,4,Collector,30,2,104.4930678,3.69625284,2,No Median,149.2648788
4588,ROOSEVELT,0.062651,4,Collector,30,2,349.7193301,5.58202311,2,No Median,330.7960731
4589,CAM DEL CIELO,0.257995,7,Local (non-circulation element) Road,25,2,1056.336942,4.09440858,2,No Median,1362.231339
4590,CAM DEL CIELO,0.275816,7,Local (non-circulation element) Road,25,2,268.9033598,0.97493749,2,No Median,1456.248328
4591,36TH,0.125024,5,Local Collector,30,2,201.2344251,1.60956636,2,No Median,660.1000578
4592,36TH,0.126681,5,Local Collector,30,2,200.7966865,1.58505764,2,No Median,668.9009845
4593,RANCHO PENASQUITOS,0.076783,3,Major Arterial,50,2,2271.732757,29.58640268,4,Raised of Fixed Median,405.3987825
4594,ROSECRANS,0.05095,3,Major Arterial,30,2,487.3797473,9.56584391,2,No Median,269.0166486
4595,ACACIA,0.056744,5,Local Collector,30,2,225.0124232,3.96539587,2,No Median,299.6062714
4596,PALM,0.114097,4,Collector,35,2,1354.370982,11.87034701,2,No Median,602.4327135
4597,ROSECRANS,0.098712,3,Major Arterial,30,2,908.2501884,9.2010109,2,No Median,521.198747
4598,ROSECRANS,0.06112,3,Major Arterial,30,2,562.3657865,9.2010109,2,No Median,322.71354
4599,MT HERBERT,0.184685,5,Local Collector,25,2,580.019941,3.14059042,2,No Median,975.1141458
4600,RANCHO PENASQUITOS,0.084989,3,Major Arterial,40,2,2469.121594,29.05224904,4,Raised of Fixed Median,448.7171256
4601,RANCHO PENASQUITOS,0.222321,3,Major Arterial,50,2,7777.539697,34.98337853,4,Raised of Fixed Median,1173.861016
4602,RANCHO PENASQUITOS,0.089652,3,Major Arterial,40,2,3650.652304,40.72025503,4,Raised of Fixed Median,473.3625306
4603,RANCHO PENASQUITOS,0.057992,3,Major Arterial,40,2,1680.308774,28.97483747,4,Raised of Fixed Median,306.2241637
4604,RANCHO PENASQUITOS,0.125553,3,Major Arterial,40,2,4386.916046,34.94075049,4,Raised of Fixed Median,662.9215897
4605,RANCHO PENASQUITOS,0.186935,3,Major Arterial,50,2,6194.832919,33.13896766,4,Raised of Fixed Median,987.0322884
4606,ROSECRANS,0.063797,3,Major Arterial,35,2,1071.432419,16.79440128,4,No Median,336.8686375
4607,MIRA MESA,0.090251,2,Prime Arterial,35,2,7217.3667,79.96993607,9,Raised of Fixed Median,476.5273203
4608,MIRA MESA,0.079546,2,Prime Arterial,35,2,5222.983132,65.65990914,7,Raised of Fixed Median,420.0032558
4609,KEARNY VILLA,0.555019,3,Major Arterial,45,2,17024.07759,30.67296361,4,Raised of Fixed Median,2930.508328
4610,KEARNY VILLA,0.473126,3,Major Arterial,65,2,11412.91856,24.12236604,4,Raised of Fixed Median,2498.105789
4611,NAUTILUS,0.146123,5,Local Collector,25,2,484.3002921,3.31433308,2,Raised of Fixed Median,771.5299506
4612,NAUTILUS,0.1036,5,Local Collector,25,2,400.9331913,3.8700115,2,Raised of Fixed Median,547.0156081
4613,AVATI,0.08478,5,Local Collector,25,2,498.3902476,5.87862996,3,No Median,447.6405683
4614,CAPE MAY,0.125494,7,Local (non-circulation element) Road,25,2,119.209264,0.94992003,2,No Median,662.6075833
4615,CAPE MAY,0.062321,7,Local (non-circulation element) Road,25,2,92.86627488,1.49012813,2,No Median,329.0864339
4616,CAPE MAY,0.062719,7,Local (non-circulation element) Road,35,2,92.80706394,1.47972806,2,No Median,331.1848539
4617,CAPE MAY,0.125077,7,Local (non-circulation element) Road,25,2,116.7911303,0.93375385,2,No Median,660.4066957
4618,FAMOSA,0.0387,3,Major Arterial,35,2,484.8218262,12.52769577,4,No Median,204.3473404
4619,FAMOSA,0.164827,3,Major Arterial,35,2,1095.765135,6.64797112,4,Raised of Fixed Median,870.2944465
4620,CHATSWORTH,0.037541,3,Major Arterial,35,2,570.4450523,15.19525458,2,No Median,198.2171165
4621,CHATSWORTH,0.062843,3,Major Arterial,30,2,676.8636761,10.77070916,2,No Median,331.8099819
4622,CHATSWORTH,0.06736,3,Major Arterial,30,2,1183.388147,17.56811382,2,No Median,355.658473
4623,CHATSWORTH,0.065925,3,Major Arterial,30,2,1158.177903,17.56811382,2,No Median,348.0833407
4624,CHATSWORTH,0.072149,3,Major Arterial,30,2,1267.521844,17.56811382,2,No Median,380.9456696
4625,32ND,0.145123,5,Local Collector,25,2,1557.103007,10.72953982,2,No Median,766.3019737
4626,32ND,0.071095,5,Local Collector,30,2,220.2512038,3.09798444,2,No Median,375.4062686
4627,30TH,0.072729,4,Collector,25,2,482.089362,6.6285713,2,Continuous LT Center Lane,384.0116067
4628,30TH,0.071784,4,Collector,25,2,1108.94173,15.44831341,2,Continuous LT Center Lane,379.0210057
4629,30TH,0.075105,4,Collector,25,2,733.6393516,9.76818257,2,Continuous LT Center Lane,396.5562894
4630,ROSECRANS,0.221294,3,Major Arterial,30,2,1610.019937,7.27547939,2,No Median,1168.434185
4631,ROSECRANS,0.135497,3,Major Arterial,30,2,985.8056313,7.27547939,2,No Median,715.4246898
4632,ROSECRANS,0.065556,3,Major Arterial,35,2,266.4106066,4.06386306,2,No Median,346.1357936
4633,ROSECRANS,0.066521,3,Major Arterial,35,2,270.3322344,4.06386306,2,No Median,351.2321282
4634,ROSECRANS,0.06574,3,Major Arterial,35,2,267.1583574,4.06386306,2,No Median,347.1094375
4635,ROSECRANS,0.067898,3,Major Arterial,35,2,275.9281738,4.06386306,2,No Median,358.5038322
4636,ROSECRANS,0.051562,3,Major Arterial,35,2,209.5409069,4.06386306,2,No Median,272.2499818
4637,ORANGE,0.064026,4,Collector,25,2,517.220186,8.0782836,2,Continuous LT Center Lane,338.0551983
4638,MEADE,0.034099,5,Local Collector,25,2,196.4710365,5.76178294,2,No Median,180.0444069
4639,ADAMS,0.06459,5,Local Collector,30,2,832.0325341,12.88175467,2,Continuous LT Center Lane,341.036629
4640,ADAMS,0.064783,5,Local Collector,30,2,936.7198847,14.45934712,2,Continuous LT Center Lane,342.0525995
4641,ADAMS,0.062128,5,Local Collector,30,2,752.7362383,12.11589361,2,Continuous LT Center Lane,328.0381076
4642,ADAMS,0.111569,5,Local Collector,30,2,1431.974587,12.83487875,2,Continuous LT Center Lane,589.0850175
4643,ADAMS,0.062507,5,Local Collector,30,2,1122.028112,17.95043934,2,Continuous LT Center Lane,330.0378726
4644,ADAMS,0.077292,5,Local Collector,25,2,1183.047803,15.30621284,2,Continuous LT Center Lane,408.1016395
4645,ADAMS,0.060242,5,Local Collector,25,2,922.0768738,15.30621284,2,Continuous LT Center Lane,318.0770546
4646,70TH,0.07444,3,Major Arterial,35,2,2217.872757,29.79409937,4,Raised of Fixed Median,393.0446443
4647,70TH,0.07407,3,Major Arterial,35,2,3004.521167,40.56326673,4,Raised of Fixed Median,391.0915892
4648,70TH,0.019672,3,Major Arterial,35,2,703.6845107,35.77086777,5,Raised of Fixed Median,103.8702035
4649,EL CAJON,0.128158,3,Major Arterial,35,2,3125.056042,24.38440083,4,Raised of Fixed Median,676.6823817
4650,EL CAJON,0.126331,3,Major Arterial,35,2,2929.403733,23.18832063,4,Raised of Fixed Median,667.0269642
4651,NAVAJO,0.23577,3,Major Arterial,35,2,4710.647598,19.97984306,4,Raised of Fixed Median,1244.863599
4652,NAVAJO,0.446866,3,Major Arterial,45,2,6427.877098,14.38435034,4,Raised of Fixed Median,2359.45072
4653,NAVAJO,0.202813,3,Major Arterial,35,2,3713.421015,18.30958082,5,Raised of Fixed Median,1070.854622
4654,BALTIMORE,0.019162,3,Major Arterial,35,2,174.7428375,9.11923795,4,Raised of Fixed Median,101.2227741
4655,NANCY RIDGE,0.343857,5,Local Collector,30,2,970.4818341,2.82234136,2,No Median,1815.554545
4656,ROSECRANS,0.065532,3,Major Arterial,35,2,1255.451601,19.15784045,4,Raised of Fixed Median,346.0080657
4657,ROSECRANS,0.066478,3,Major Arterial,35,2,1281.422418,19.27588704,4,No Median,351.0057185
4658,ROSECRANS,0.043334,3,Major Arterial,35,2,755.4369241,17.43289159,4,No Median,228.8055956
4659,ROSELLE,0.305046,5,Local Collector,25,2,1724.429295,5.65301396,2,No Median,1610.630692
4660,ROSWELL,0.182203,5,Local Collector,25,2,438.3009323,2.40556375,2,No Median,962.025382
4661,ROSWELL,0.062354,5,Local Collector,25,2,45.3502156,0.72730243,2,No Median,329.2294683
4662,ROSWELL,0.208953,5,Local Collector,25,2,151.9720242,0.72730243,2,No Median,1103.271932
4663,BALBOA,0.10092,3,Major Arterial,40,2,5075.359285,50.29091641,7,No Median,532.8527706
4664,AERO,0.10995,3,Major Arterial,45,2,4443.396366,40.41288191,7,Continuous LT Center Lane,580.5269096
4665,AERO,0.152983,3,Major Arterial,45,2,3410.910427,22.29600953,7,Raised of Fixed Median,807.7588282
4666,EL CAMINO REAL,0.155575,2,Prime Arterial,55,2,3784.306826,24.32464616,5,Continuous LT Center Lane,821.4608052
4667,DALEY CENTER,0.198016,3,Major Arterial,40,2,1327.24637,6.70272286,4,Raised of Fixed Median,1045.540461
4668,FENTON PKWY,0.133741,3,Major Arterial,40,2,1319.236904,9.86411724,4,Raised of Fixed Median,706.1322803
4669,CAM DEL RIO SOUTH,0.07758,4,Collector,35,2,927.1902241,11.95140789,4,No Median,409.6027284
4670,ROSWELL,0.116974,5,Local Collector,25,2,281.3884143,2.40556375,2,No Median,617.6109949
4671,ROYAL,0.233717,7,Local (non-circulation element) Road,25,2,606.8312604,2.59643612,2,No Median,1234.028029
4672,ROYAL,0.109853,7,Local (non-circulation element) Road,25,2,223.8950182,2.03813294,2,No Median,580.025942
4673,RUFFIN,0.082955,3,Major Arterial,45,2,1638.30942,19.7493752,4,No Median,438.0043463
4674,RUFFIN,0.105115,3,Major Arterial,45,2,1965.866782,18.70205758,4,No Median,555.0083103
4675,RUFFIN,0.084092,5,Local Collector,35,2,91.81028356,1.0917838,2,No Median,444.0042726
4676,RUFFIN,0.09256,3,Major Arterial,45,2,2071.983965,22.38530645,4,Continuous LT Center Lane,488.6899253
4677,RUFFIN,0.205097,3,Major Arterial,45,2,5498.629222,26.80989591,4,Continuous LT Center Lane,1082.911307
4678,01ST,0.124814,5,Local Collector,30,2,1275.196252,10.21677258,2,Continuous LT Center Lane,659.0189621
4679,01ST,0.125,5,Local Collector,30,2,1390.819383,11.12655506,2,Continuous LT Center Lane,660.0007499
4680,ADAMS,0.07254,4,Collector,30,2,461.825407,6.36649307,2,Continuous LT Center Lane,383.0130922
4681,MEADE,0.072538,4,Collector,25,2,177.0328661,2.44055345,2,Continuous LT Center Lane,383.0024943
4682,MEADE,0.07197,4,Collector,25,2,175.6466317,2.44055345,2,Continuous LT Center Lane,380.0028838
